6
 
Su1s
1
1350.0000,16382.5000
1349.2000,16271.0000
1348.4000,16196.0000
1347.6000,16148.0000
1346.8000,16054.0000
1346.0000,16029.5000
1345.2000,15915.5000
1344.4000,15708.5000
1343.6000,15705.0000
1342.8000,15629.5000
1342.0000,15668.5000
1341.2000,15601.5000
1340.4000,15604.5000
1339.6000,15549.0000
1338.8000,15588.0000
1338.0000,15422.0000
1337.2000,15419.0000
1336.4000,15227.0000
1335.6000,15249.5000
1334.8000,15286.5000
1334.0000,15299.0000
1333.2000,15267.5000
1332.4000,15073.0000
1331.6000,15103.0000
1330.8000,15096.0000
1330.0000,15030.5000
1329.2000,15070.5000
1328.4000,15239.5000
1327.6000,15098.0000
1326.8000,15167.5000
1326.0000,15470.0000
1325.2000,15389.5000
1324.4000,15498.0000
1323.6000,15466.5000
1322.8000,15414.5000
1322.0000,15298.0000
1321.2000,15187.0000
1320.4000,15079.5000
1319.6000,15083.5000
1318.8000,14815.5000
1318.0000,14671.5000
1317.2000,14657.0000
1316.4000,14379.5000
1315.6000,14231.5000
1314.8000,14012.0000
1314.0000,13967.5000
1313.2000,13677.5000
1312.4000,13356.5000
1311.6000,12989.0000
1310.8000,12797.0000
1310.0000,12696.5000
1309.2000,12554.5000
1308.4000,12467.0000
1307.6000,12707.0000
1306.8000,13265.0000
1306.0000,14495.5000
1305.2000,17277.5000
1304.4000,24384.0000
1303.6000,34364.5000
1302.8000,37953.5000
1302.0000,28968.5000
1301.2000,18309.0000
1300.4000,13493.5000
1299.6000,12265.0000
1298.8000,11917.5000
1298.0000,11920.5000
1297.2000,11748.0000
1296.4000,11687.5000
1295.6000,11547.0000
1294.8000,11632.0000
1294.0000,11522.5000
1293.2000,11358.0000
1292.4000,11292.5000
1291.6000,11248.0000
1290.8000,11201.5000
1290.0000,11279.5000
1289.2000,11120.5000
1288.4000,11247.0000
1287.6000,11286.0000
1286.8000,11222.5000
1286.0000,11231.0000
1285.2000,11140.5000
1284.4000,11100.0000
1283.6000,11024.5000
1282.8000,11106.5000
1282.0000,11106.0000
1281.2000,11066.0000
1280.4000,11125.5000
1279.6000,11001.5000
1278.8000,11261.0000
1278.0000,11107.5000
1277.2000,11109.5000
1276.4000,11089.0000
1275.6000,11074.5000
1274.8000,10986.0000
1274.0000,10987.0000
1273.2000,10937.0000
1272.4000,11105.5000
1271.6000,10974.0000
1270.8000,11040.0000
1270.0000,11028.5000
1269.2000,11045.0000
1268.4000,11187.5000
1267.6000,11022.0000
1266.8000,10982.0000
1266.0000,11067.0000
1265.2000,10894.5000
1264.4000,11101.0000
1263.6000,10977.5000
1262.8000,11013.0000
1262.0000,11160.5000
1261.2000,10964.0000
1260.4000,11147.0000
1259.6000,10957.5000
1258.8000,11075.0000
1258.0000,11010.0000
1257.2000,11025.5000
1256.4000,11010.5000
1255.6000,11019.0000
1254.8000,11159.0000
1254.0000,10812.0000
1253.2000,10996.5000
1252.4000,11180.0000
1251.6000,11084.0000
1250.8000,11092.0000
1250.0000,11083.0000
1249.2000,11119.5000
1248.4000,11199.5000
1247.6000,11127.5000
1246.8000,11186.5000
1246.0000,11057.0000
1245.2000,11224.5000
1244.4000,11139.5000
1243.6000,11056.0000
1242.8000,11228.0000
1242.0000,11114.0000
1241.2000,11212.5000
1240.4000,11109.5000
1239.6000,11123.5000
1238.8000,11187.0000
1238.0000,11227.0000
1237.2000,11303.0000
1236.4000,11212.5000
1235.6000,11386.0000
1234.8000,11269.0000
1234.0000,11368.0000
1233.2000,11186.5000
1232.4000,11108.5000
1231.6000,11358.0000
1230.8000,11303.0000
1230.0000,11277.5000
1229.2000,11285.0000
1228.4000,11418.5000
1227.6000,11581.0000
1226.8000,11352.0000
1226.0000,11452.0000
1225.2000,11318.0000
1224.4000,11401.5000
1223.6000,11293.5000
1222.8000,11453.0000
1222.0000,11506.5000
1221.2000,11506.5000
1220.4000,11383.0000
1219.6000,11248.0000
1218.8000,11370.0000
1218.0000,11430.0000
1217.2000,11427.5000
1216.4000,11329.5000
1215.6000,11364.5000
1214.8000,11308.5000
1214.0000,11619.5000
1213.2000,11566.5000
1212.4000,11326.5000
1211.6000,11563.0000
1210.8000,11532.0000
1210.0000,11628.5000
1209.2000,11528.0000
1208.4000,11553.5000
1207.6000,11620.0000
1206.8000,11674.5000
1206.0000,11595.5000
1205.2000,11474.0000
1204.4000,11666.0000
1203.6000,11625.5000
1202.8000,11691.0000
1202.0000,11665.5000
1201.2000,11662.5000
1200.4000,11814.5000
1199.6000,11710.0000
1198.8000,11663.0000
1198.0000,11888.5000
1197.2000,11965.0000
1196.4000,11952.0000
1195.6000,11954.5000
1194.8000,11961.0000
1194.0000,11819.0000
1193.2000,11828.5000
1192.4000,11941.5000
1191.6000,11854.0000
1190.8000,11993.5000
1190.0000,12176.5000
1189.2000,11872.5000
1188.4000,11959.0000
1187.6000,12012.0000
1186.8000,12056.0000
1186.0000,11968.5000
1185.2000,12061.0000
1184.4000,12200.0000
1183.6000,12126.0000
1182.8000,12190.5000
1182.0000,12047.5000
1181.2000,12277.0000
1180.4000,12131.5000
1179.6000,12149.0000
1178.8000,12217.5000
1178.0000,12236.0000
1177.2000,12229.0000
1176.4000,12247.0000
1175.6000,12271.5000
1174.8000,12300.0000
1174.0000,12302.5000
1173.2000,12321.0000
1172.4000,12375.0000
1171.6000,12404.0000
1170.8000,12277.0000
1170.0000,12411.0000
1169.2000,12468.0000
1168.4000,12576.5000
1167.6000,12543.5000
1166.8000,12492.0000
1166.0000,12616.0000
1165.2000,12676.5000
1164.4000,12407.0000
1163.6000,12535.5000
1162.8000,12515.5000
1162.0000,12359.5000
1161.2000,12610.5000
1160.4000,12576.0000
1159.6000,12669.0000
1158.8000,12663.5000
1158.0000,12888.0000
1157.2000,12708.5000
1156.4000,12824.0000
1155.6000,12857.5000
1154.8000,12847.0000
1154.0000,12725.5000
1153.2000,12858.5000
1152.4000,12850.5000
1151.6000,13015.5000
1150.8000,12995.5000
1150.0000,13043.5000
1149.2000,12966.0000
1148.4000,13023.5000
1147.6000,13086.5000
1146.8000,13093.0000
1146.0000,12911.0000
1145.2000,13137.5000
1144.4000,13234.5000
1143.6000,13012.0000
1142.8000,13238.5000
1142.0000,13082.0000
1141.2000,13120.0000
1140.4000,13146.5000
1139.6000,13213.5000
1138.8000,13174.5000
1138.0000,13375.5000
1137.2000,13231.5000
1136.4000,13384.5000
1135.6000,13494.0000
1134.8000,13398.5000
1134.0000,13417.0000
1133.2000,13582.5000
1132.4000,13377.0000
1131.6000,13369.5000
1130.8000,13605.0000
1130.0000,13568.0000
1129.2000,13601.5000
1128.4000,13595.0000
1127.6000,13509.5000
1126.8000,13676.0000
1126.0000,13726.5000
1125.2000,13805.0000
1124.4000,13704.5000
1123.6000,13771.5000
1122.8000,13721.5000
1122.0000,13691.5000
1121.2000,13934.5000
1120.4000,13737.5000
1119.6000,13916.0000
1118.8000,13961.5000
1118.0000,13987.0000
1117.2000,13915.0000
1116.4000,14147.0000
1115.6000,14069.0000
1114.8000,13974.0000
1114.0000,14134.5000
1113.2000,14090.0000
1112.4000,14195.5000
1111.6000,14215.0000
1110.8000,14140.0000
1110.0000,14183.5000
1109.2000,14303.5000
1108.4000,14181.0000
1107.6000,14164.0000
1106.8000,14363.0000
1106.0000,14424.0000
1105.2000,14401.0000
1104.4000,14436.0000
1103.6000,14378.0000
1102.8000,14525.5000
1102.0000,14480.5000
1101.2000,14396.0000
1100.4000,14443.5000
1099.6000,14538.0000
1098.8000,14560.0000
1098.0000,14638.0000
1097.2000,14596.5000
1096.4000,14568.0000
1095.6000,14773.0000
1094.8000,14572.0000
1094.0000,14712.5000
1093.2000,14696.0000
1092.4000,14715.0000
1091.6000,14868.0000
1090.8000,14991.0000
1090.0000,15050.0000
1089.2000,14653.5000
1088.4000,14982.0000
1087.6000,14907.0000
1086.8000,14894.0000
1086.0000,14923.5000
1085.2000,14941.0000
1084.4000,14961.5000
1083.6000,15027.0000
1082.8000,15053.5000
1082.0000,15125.5000
1081.2000,15192.0000
1080.4000,15208.0000
1079.6000,15200.5000
1078.8000,15321.5000
1078.0000,15405.5000
1077.2000,15430.0000
1076.4000,15245.5000
1075.6000,15303.0000
1074.8000,15345.5000
1074.0000,15431.0000
1073.2000,15489.0000
1072.4000,15554.5000
1071.6000,15717.5000
1070.8000,15579.0000
1070.0000,15424.0000
1069.2000,15673.0000
1068.4000,15660.0000
1067.6000,15772.5000
1066.8000,15723.0000
1066.0000,15883.0000
1065.2000,15928.0000
1064.4000,15958.0000
1063.6000,15821.5000
1062.8000,15908.0000
1062.0000,15899.5000
1061.2000,16215.5000
1060.4000,16056.0000
1059.6000,15968.0000
1058.8000,16208.0000
1058.0000,16080.0000
1057.2000,16199.5000
1056.4000,16149.0000
1055.6000,16244.5000
1054.8000,16554.5000
1054.0000,16414.5000
1053.2000,16563.5000
1052.4000,16504.5000
1051.6000,16426.5000
1050.8000,16431.5000
1050.0000,16552.5000
1049.2000,16490.5000
1048.4000,16485.5000
1047.6000,16755.0000
1046.8000,16560.5000
1046.0000,16747.5000
1045.2000,16780.5000
1044.4000,16851.5000
1043.6000,16816.0000
1042.8000,16914.5000
1042.0000,16899.0000
1041.2000,16927.0000
1040.4000,16982.5000
1039.6000,17006.0000
1038.8000,17174.0000
1038.0000,17239.5000
1037.2000,17145.5000
1036.4000,17397.0000
1035.6000,17142.5000
1034.8000,17314.5000
1034.0000,17384.5000
1033.2000,17257.0000
1032.4000,17406.5000
1031.6000,17455.0000
1030.8000,17638.0000
1030.0000,17700.5000
1029.2000,17766.0000
1028.4000,17656.5000
1027.6000,17797.5000
1026.8000,17609.5000
1026.0000,17701.5000
1025.2000,18053.0000
1024.4000,18024.5000
1023.6000,18145.0000
1022.8000,18205.5000
1022.0000,18547.0000
1021.2000,18474.5000
1020.4000,18457.0000
1019.6000,18682.0000
1018.8000,18766.0000
1018.0000,19036.5000
1017.2000,19020.5000
1016.4000,18904.0000
1015.6000,19277.5000
1014.8000,19129.0000
1014.0000,19341.0000
1013.2000,19321.5000
1012.4000,19397.0000
1011.6000,19439.5000
1010.8000,19219.0000
1010.0000,19073.5000
1009.2000,19131.5000
1008.4000,19140.5000
1007.6000,18965.0000
1006.8000,19198.5000
1006.0000,19419.0000
1005.2000,19611.0000
1004.4000,19729.5000
1003.6000,20180.5000
1002.8000,20378.5000
1002.0000,20562.5000
1001.2000,20900.0000
1000.4000,21355.5000
999.6000,21832.0000
998.8000,21936.0000
998.0000,22084.5000
997.2000,21837.0000
996.4000,21583.5000
995.6000,20993.5000
994.8000,20598.5000
994.0000,20418.0000
993.2000,20115.5000
992.4000,20056.0000
991.6000,19810.0000
990.8000,19368.0000
990.0000,19347.5000
989.2000,19196.5000
988.4000,19182.5000
987.6000,19110.0000
986.8000,19308.5000
986.0000,19164.5000
985.2000,19584.0000
984.4000,19449.5000
983.6000,20190.0000
982.8000,20852.0000
982.0000,21834.0000
981.2000,22749.0000
980.4000,23997.0000
979.6000,25318.0000
978.8000,26572.0000
978.0000,27927.0000
977.2000,28364.5000
976.4000,27799.0000
975.6000,26026.5000
974.8000,24138.0000
974.0000,22425.5000
973.2000,21080.5000
972.4000,20320.0000
971.6000,19521.5000
970.8000,18645.5000
970.0000,18087.5000
969.2000,17536.0000
968.4000,17182.0000
967.6000,16695.0000
966.8000,16176.0000
966.0000,15877.5000
965.2000,15306.0000
964.4000,15153.0000
963.6000,15004.5000
962.8000,14828.5000
962.0000,14933.0000
961.2000,14784.5000
960.4000,14886.5000
959.6000,14864.0000
958.8000,14781.5000
958.0000,14658.5000
957.2000,14762.0000
956.4000,14900.5000
955.6000,14757.0000
954.8000,14949.5000
954.0000,14933.0000
953.2000,14901.5000
952.4000,14994.5000
951.6000,14960.0000
950.8000,14834.0000
950.0000,14984.0000
949.2000,14965.5000
948.4000,15029.5000
947.6000,15172.0000
946.8000,15057.5000
946.0000,15126.0000
945.2000,15272.0000
944.4000,15185.0000
943.6000,15186.0000
942.8000,15375.5000
942.0000,15267.5000
941.2000,15387.5000
940.4000,15312.0000
939.6000,15302.0000
938.8000,15378.5000
938.0000,15523.0000
937.2000,15504.0000
936.4000,15475.0000
935.6000,15367.5000
934.8000,15517.5000
934.0000,15564.5000
933.2000,15683.5000
932.4000,15597.0000
931.6000,15792.0000
930.8000,15690.0000
930.0000,15557.5000
929.2000,15821.5000
928.4000,15682.0000
927.6000,15673.5000
926.8000,15548.0000
926.0000,15750.0000
925.2000,15765.5000
924.4000,15854.5000
923.6000,15893.5000
